dport,ts,total count,count
3,85,256,1
3,84,256,2
3,2,256,2
3,52,256,3
3,89,256,5
3,91,256,10
3,29,256,2
3,96,256,1
3,89,256,5
3,61,256,2
3,19,256,7
3,54,256,5
3,4,256,1
3,87,256,4
3,91,256,10
3,30,256,3
3,51,256,2
3,33,256,3
3,46,256,5
3,12,256,3
3,61,256,2
3,5,256,4
3,83,256,7
3,57,256,4
3,71,256,3
3,67,256,4
3,42,256,3
3,87,256,4
3,87,256,4
3,49,256,2
3,19,256,7
3,70,256,6
3,94,256,4
3,90,256,3
3,16,256,1
3,44,256,2
3,60,256,4
3,57,256,4
3,7,256,6
3,52,256,3
3,32,256,5
3,22,256,1
3,62,256,3
3,31,256,1
3,100,256,2
3,91,256,10
3,95,256,3
3,34,256,5
3,54,256,5
3,91,256,10
3,23,256,2
3,40,256,2
3,23,256,2
3,57,256,4
3,90,256,3
3,59,256,4
3,19,256,7
3,56,256,4
3,98,256,2
3,82,256,3
3,73,256,3
3,54,256,5
3,67,256,4
3,70,256,6
3,59,256,4
3,2,256,2
3,59,256,4
3,55,256,2
3,36,256,5
3,69,256,2
3,30,256,3
3,5,256,4
3,66,256,2
3,75,256,3
3,83,256,7
3,87,256,4
3,13,256,4
3,83,256,7
3,14,256,2
3,70,256,6
3,24,256,4
3,30,256,3
3,66,256,2
3,57,256,4
3,75,256,3
3,99,256,1
3,21,256,2
3,43,256,4
3,65,256,1
3,5,256,4
3,34,256,5
3,32,256,5
3,77,256,2
3,79,256,2
3,19,256,7
3,8,256,2
3,39,256,1
3,91,256,10
3,83,256,7
3,97,256,3
3,47,256,2
3,83,256,7
3,13,256,4
3,37,256,5
3,36,256,5
3,80,256,1
3,46,256,5
3,35,256,2
3,13,256,4
3,50,256,6
3,50,256,6
3,74,256,3
3,64,256,4
3,21,256,2
3,45,256,2
3,95,256,3
3,74,256,3
3,14,256,2
3,37,256,5
3,32,256,5
3,91,256,10
3,40,256,2
3,37,256,5
3,33,256,3
3,6,256,1
3,32,256,5
3,74,256,3
3,94,256,4
3,7,256,6
3,43,256,4
3,9,256,3
3,44,256,2
3,7,256,6
3,60,256,4
3,83,256,7
3,53,256,2
3,38,256,2
3,82,256,3
3,54,256,5
3,86,256,1
3,29,256,2
3,64,256,4
3,58,256,2
3,89,256,5
3,12,256,3
3,73,256,3
3,3,256,2
3,37,256,5
3,35,256,2
3,8,256,2
3,89,256,5
3,3,256,2
3,62,256,3
3,49,256,2
3,18,256,1
3,77,256,2
3,26,256,4
3,63,256,1
3,32,256,5
3,81,256,4
3,20,256,3
3,92,256,1
3,62,256,3
3,71,256,3
3,98,256,2
3,81,256,4
3,19,256,7
3,56,256,4
3,50,256,6
3,91,256,10
3,52,256,3
3,25,256,1
3,70,256,6
4,49,128,2
4,94,128,5
4,4,128,5
4,11,128,5
4,61,128,3
4,40,128,3
4,75,128,2
4,61,128,3
4,73,128,2
4,12,128,3
4,67,128,1
4,91,128,3
4,79,128,6
4,88,128,1
4,27,128,1
4,96,128,1
4,38,128,1
4,49,128,2
4,71,128,3
4,53,128,2
4,11,128,5
4,21,128,1
4,77,128,1
4,19,128,1
4,52,128,1
4,61,128,3
4,71,128,3
4,40,128,3
4,3,128,2
4,6,128,3
4,18,128,1
4,33,128,3
4,24,128,1
4,83,128,1
4,62,128,2
4,55,128,2
4,29,128,1
4,4,128,5
4,15,128,2
4,22,128,2
4,93,128,1
4,10,128,2
4,11,128,5
4,43,128,1
4,55,128,2
4,79,128,6
4,59,128,2
4,100,128,4
4,11,128,5
4,37,128,1
4,85,128,1
4,94,128,5
4,6,128,3
4,10,128,2
4,33,128,3
4,100,128,4
4,73,128,2
4,78,128,1
4,22,128,2
4,41,128,3
4,91,128,3
4,4,128,5
4,12,128,3
4,58,128,4
4,48,128,1
4,80,128,1
4,60,128,4
4,35,128,1
4,4,128,5
4,15,128,2
4,58,128,4
4,50,128,1
4,51,128,1
4,4,128,5
4,60,128,4
4,7,128,1
4,33,128,3
4,34,128,2
4,47,128,1
4,72,128,1
4,12,128,3
4,71,128,3
4,53,128,2
4,79,128,6
4,58,128,4
4,13,128,1
4,79,128,6
4,28,128,1
4,36,128,1
4,94,128,5
4,42,128,1
4,79,128,6
4,54,128,1
4,3,128,2
4,70,128,2
4,1,128,1
4,90,128,1
4,89,128,1
4,11,128,5
4,94,128,5
4,87,128,1
4,39,128,1
4,75,128,2
4,34,128,2
4,70,128,2
4,63,128,2
4,81,128,1
4,41,128,3
4,41,128,3
4,63,128,2
4,95,128,1
4,79,128,6
4,46,128,2
4,6,128,3
4,59,128,2
4,46,128,2
4,94,128,5
4,40,128,3
4,62,128,2
4,8,128,1
4,60,128,4
4,60,128,4
4,100,128,4
4,76,128,1
4,91,128,3
4,100,128,4
4,82,128,1
4,58,128,4
5,89,64,1
5,72,64,1
5,22,64,2
5,82,64,2
5,19,64,2
5,24,64,1
5,54,64,4
5,93,64,1
5,51,64,2
5,40,64,1
5,100,64,2
5,65,64,1
5,88,64,1
5,3,64,1
5,2,64,3
5,9,64,2
5,75,64,1
5,61,64,1
5,27,64,1
5,2,64,3
5,56,64,1
5,96,64,1
5,7,64,1
5,60,64,1
5,83,64,2
5,54,64,4
5,22,64,2
5,92,64,2
5,70,64,1
5,12,64,1
5,90,64,1
5,17,64,1
5,2,64,3
5,37,64,1
5,67,64,1
5,82,64,2
5,26,64,2
5,38,64,1
5,10,64,1
5,31,64,1
5,87,64,1
5,26,64,2
5,92,64,2
5,14,64,1
5,19,64,2
5,21,64,1
5,32,64,1
5,6,64,1
5,59,64,1
5,68,64,1
5,54,64,4
5,9,64,2
5,46,64,1
5,51,64,2
5,100,64,2
5,54,64,4
5,85,64,1
5,25,64,1
5,63,64,1
5,36,64,1
5,83,64,2
5,84,64,1
5,99,64,1
5,33,64,1
6,97,32,1
6,29,32,1
6,19,32,1
6,56,32,2
6,86,32,1
6,65,32,1
6,87,32,3
6,88,32,1
6,45,32,2
6,20,32,2
6,56,32,2
6,76,32,1
6,13,32,1
6,5,32,1
6,25,32,2
6,62,32,1
6,25,32,2
6,87,32,3
6,17,32,1
6,81,32,1
6,72,32,1
6,34,32,1
6,61,32,1
6,98,32,1
6,32,32,1
6,35,32,1
6,45,32,2
6,3,32,1
6,87,32,3
6,20,32,2
6,4,32,1
6,51,32,1
7,64,16,1
7,15,16,2
7,7,16,1
7,15,16,2
7,3,16,2
7,2,16,1
7,3,16,2
7,81,16,1
7,48,16,1
7,29,16,1
7,85,16,1
7,8,16,1
7,51,16,2
7,31,16,1
7,51,16,2
7,5,16,1
8,35,8,1
8,32,8,1
8,41,8,1
8,31,8,1
8,5,8,1
8,85,8,1
8,19,8,1
8,23,8,1
9,23,4,1
9,72,4,1
9,53,4,1
9,55,4,1
10,17,2,1
10,81,2,1
11,15,1,1
12,29,1,1
13,43,1,1
14,22,1,1
15,24,1,1
16,29,1,1
17,19,1,1
18,41,1,1
19,6,1,1
20,70,1,1
21,41,1,1
22,96,1,1
23,58,1,1
24,76,1,1
25,45,1,1
26,71,1,1
27,60,1,1
28,53,1,1
29,31,1,1
30,65,1,1
31,89,1,1
32,64,1,1
33,3,1,1
34,13,1,1
35,44,1,1
36,70,1,1
37,89,1,1
38,22,1,1
39,81,1,1
40,54,1,1
41,24,1,1
42,36,1,1
43,82,1,1
44,94,1,1
45,36,1,1
46,56,1,1
47,89,1,1
48,44,1,1
49,66,1,1
50,79,1,1
51,50,1,1
52,63,1,1
53,5,1,1
54,70,1,1
55,50,1,1
56,69,1,1
57,93,1,1
58,100,1,1
59,54,1,1
60,53,1,1
61,98,1,1
62,90,1,1
63,55,1,1
64,73,1,1
65,49,1,1
66,21,1,1
67,48,1,1
68,33,1,1
69,25,1,1
70,12,1,1
71,26,1,1
72,20,1,1
73,17,1,1
74,99,1,1
75,45,1,1
76,84,1,1
77,94,1,1
78,65,1,1
79,85,1,1
80,92,1,1
81,84,1,1
82,12,1,1
83,36,1,1
84,45,1,1
85,67,1,1
86,46,1,1
87,22,1,1
88,91,1,1
89,65,1,1
90,86,1,1
91,26,1,1
92,74,1,1
93,25,1,1
94,13,1,1
95,46,1,1
96,91,1,1
97,92,1,1
98,34,1,1
99,32,1,1
100,18,1,1
101,62,1,1
102,13,1,1
103,92,1,1
104,67,1,1
105,70,1,1
106,42,1,1
107,65,1,1
108,2,1,1
109,3,1,1
110,50,1,1
111,36,1,1
112,81,1,1
113,58,1,1
114,36,1,1
115,61,1,1
116,38,1,1
117,5,1,1
118,49,1,1
119,12,1,1
120,78,1,1
121,80,1,1
122,7,1,1
123,20,1,1
124,85,1,1
125,78,1,1
126,62,1,1
127,87,1,1
128,8,1,1
129,34,1,1
130,77,1,1
131,45,1,1
132,12,1,1
133,33,1,1
134,49,1,1
135,31,1,1
136,36,1,1
137,45,1,1
138,48,1,1
139,57,1,1
140,74,1,1
141,86,1,1
142,4,1,1
143,28,1,1
144,78,1,1
145,9,1,1
146,4,1,1
147,55,1,1
148,48,1,1
149,100,1,1
150,95,1,1
151,66,1,1
152,72,1,1
153,69,1,1
154,65,1,1
155,17,1,1
156,20,1,1
157,31,1,1
158,78,1,1
159,53,1,1
160,86,1,1
161,92,1,1
162,47,1,1
163,45,1,1
164,10,1,1
165,8,1,1
166,5,1,1
167,30,1,1
168,40,1,1
169,84,1,1
170,89,1,1
171,45,1,1
172,52,1,1
173,41,1,1
174,72,1,1
175,31,1,1
176,18,1,1
177,79,1,1
178,90,1,1
179,6,1,1
180,42,1,1
181,56,1,1
182,39,1,1
183,16,1,1
184,70,1,1
185,38,1,1
186,91,1,1
187,51,1,1
188,100,1,1
189,56,1,1
190,41,1,1
191,26,1,1
192,24,1,1
193,83,1,1
194,51,1,1
195,49,1,1
196,28,1,1
197,76,1,1
198,12,1,1
199,98,1,1
200,55,1,1
201,28,1,1
202,68,1,1
203,2,1,1
204,67,1,1
205,85,1,1
206,8,1,1
207,13,1,1
208,98,1,1
209,73,1,1
210,97,1,1
211,91,1,1
212,13,1,1
213,31,1,1
214,73,1,1
215,15,1,1
216,43,1,1
217,67,1,1
218,62,1,1
219,85,1,1
220,91,1,1
221,38,1,1
222,92,1,1
223,89,1,1
224,64,1,1
225,59,1,1
226,76,1,1
227,7,1,1
228,74,1,1
229,18,1,1
230,78,1,1
231,46,1,1
232,98,1,1
233,61,1,1
234,25,1,1
235,34,1,1
236,4,1,1
237,70,1,1
238,50,1,1
239,32,1,1
240,45,1,1
241,98,1,1
242,42,1,1
243,51,1,1
244,16,1,1
245,78,1,1
246,70,1,1
247,76,1,1
248,74,1,1
249,47,1,1
250,32,1,1
251,59,1,1
252,76,1,1
253,7,1,1
254,20,1,1
255,63,1,1
256,81,1,1
257,20,1,1
258,41,1,1
259,28,1,1
260,95,1,1
261,31,1,1
262,33,1,1
263,40,1,1
264,18,1,1
265,14,1,1
266,18,1,1
267,15,1,1
268,30,1,1
269,9,1,1
270,22,1,1
271,81,1,1
272,70,1,1
273,2,1,1
274,77,1,1
275,37,1,1
276,24,1,1
277,56,1,1
278,81,1,1
279,51,1,1
280,93,1,1
281,97,1,1
282,12,1,1
283,57,1,1
284,93,1,1
285,36,1,1
286,21,1,1
287,51,1,1
288,13,1,1
289,6,1,1
290,80,1,1
291,21,1,1
292,33,1,1
293,81,1,1
294,11,1,1
295,49,1,1
296,14,1,1
297,25,1,1
298,14,1,1
299,75,1,1
300,4,1,1
301,68,1,1
302,57,1,1
303,36,1,1
304,12,1,1
305,69,1,1
306,19,1,1
307,13,1,1
308,26,1,1
309,31,1,1
310,58,1,1
311,61,1,1
312,60,1,1
313,40,1,1
314,38,1,1
315,59,1,1
316,57,1,1
317,66,1,1
318,45,1,1
319,35,1,1
320,56,1,1
321,12,1,1
322,54,1,1
323,60,1,1
324,87,1,1
325,1,1,1
326,59,1,1
327,18,1,1
328,61,1,1
329,86,1,1
330,96,1,1
331,78,1,1
332,44,1,1
333,30,1,1
334,87,1,1
335,32,1,1
336,40,1,1
337,6,1,1
338,32,1,1
339,13,1,1
340,18,1,1
341,1,1,1
342,98,1,1
343,45,1,1
344,4,1,1
345,24,1,1
346,38,1,1
347,72,1,1
348,42,1,1
349,16,1,1
350,45,1,1
351,31,1,1
352,29,1,1
353,88,1,1
354,6,1,1
355,97,1,1
356,80,1,1
357,17,1,1
358,20,1,1
359,22,1,1
360,24,1,1
361,70,1,1
362,31,1,1
363,5,1,1
364,99,1,1
365,59,1,1
366,37,1,1
367,62,1,1
368,65,1,1
369,96,1,1
370,24,1,1
371,38,1,1
372,99,1,1
373,76,1,1
374,86,1,1
375,89,1,1
376,100,1,1
377,56,1,1
378,40,1,1
379,95,1,1
380,67,1,1
381,91,1,1
382,8,1,1
383,37,1,1
384,96,1,1
385,12,1,1
386,14,1,1
387,92,1,1
388,72,1,1
389,55,1,1
390,53,1,1
391,17,1,1
392,77,1,1
393,51,1,1
394,10,1,1
395,30,1,1
396,66,1,1
397,7,1,1
398,40,1,1
399,35,1,1
400,72,1,1
401,99,1,1
402,68,1,1
403,30,1,1
404,62,1,1
405,57,1,1
406,76,1,1
407,28,1,1
408,39,1,1
409,100,1,1
410,17,1,1
411,45,1,1
412,15,1,1
413,88,1,1
414,92,1,1
415,97,1,1
416,14,1,1
417,5,1,1
418,51,1,1
419,22,1,1
420,14,1,1
421,35,1,1
422,34,1,1
423,63,1,1
424,61,1,1
425,91,1,1
426,79,1,1
427,93,1,1
428,53,1,1
429,99,1,1
430,95,1,1
431,27,1,1
432,15,1,1
433,62,1,1
434,3,1,1
435,48,1,1
436,99,1,1
437,10,1,1
438,68,1,1
439,1,1,1
440,8,1,1
441,87,1,1
442,82,1,1
443,25,1,1
444,47,1,1
445,65,1,1
446,5,1,1
447,33,1,1
448,4,1,1
449,40,1,1
450,46,1,1
451,86,1,1
452,75,1,1
453,89,1,1
454,10,1,1
455,34,1,1
456,81,1,1
457,63,1,1
458,39,1,1
459,12,1,1
460,23,1,1
461,1,1,1
462,21,1,1
463,91,1,1
464,56,1,1
465,19,1,1
466,46,1,1
467,15,1,1
468,60,1,1
469,39,1,1
470,49,1,1
471,66,1,1
472,4,1,1
473,76,1,1
474,32,1,1
475,30,1,1
476,41,1,1
477,89,1,1
478,13,1,1
479,10,1,1
480,13,1,1
481,90,1,1
482,84,1,1
483,16,1,1
484,90,1,1
485,26,1,1
486,58,1,1
487,89,1,1
488,72,1,1
489,38,1,1
490,51,1,1
491,97,1,1
492,46,1,1
493,10,1,1
494,56,1,1
495,33,1,1
496,78,1,1
497,75,1,1
498,93,1,1
499,46,1,1
500,22,1,1
501,89,1,1
502,5,1,1
503,20,1,1
504,90,1,1
505,99,1,1
506,41,1,1
507,98,1,1
508,36,1,1
509,11,1,1
510,64,1,1
511,99,1,1
512,23,1,1
513,37,1,1
514,42,1,1
515,60,1,1
516,63,1,1
517,27,1,1
518,4,1,1
519,3,1,1
520,91,1,1
521,17,1,1
522,49,1,1
523,36,1,1
524,38,1,1
525,96,1,1
526,72,1,1
527,92,1,1
528,59,1,1
529,17,1,1
530,100,1,1
531,40,1,1
532,32,1,1
533,71,1,1
534,61,1,1
535,9,1,1
536,3,1,1
537,67,1,1
538,76,1,1
539,69,1,1
540,83,1,1
541,79,1,1
542,21,1,1
543,100,1,1
544,87,1,1
545,73,1,1
546,98,1,1
547,1,1,1
548,67,1,1
549,37,1,1
550,82,1,1
551,47,1,1
552,40,1,1
553,46,1,1
554,74,1,1
555,71,1,1
556,14,1,1
557,74,1,1
558,89,1,1
559,46,1,1
560,48,1,1
561,43,1,1
562,64,1,1
563,66,1,1
564,3,1,1
565,24,1,1
566,9,1,1
567,20,1,1
568,48,1,1
569,38,1,1
570,57,1,1
571,35,1,1
572,5,1,1
573,39,1,1
574,32,1,1
575,19,1,1
576,66,1,1
577,72,1,1
578,85,1,1
579,80,1,1
580,27,1,1
581,98,1,1
582,74,1,1
583,38,1,1
584,43,1,1
585,78,1,1
586,61,1,1
587,5,1,1
588,13,1,1
589,33,1,1
590,16,1,1
591,66,1,1
592,83,1,1
593,81,1,1
594,95,1,1
595,10,1,1
596,9,1,1
597,24,1,1
598,23,1,1
599,65,1,1
600,75,1,1
601,33,1,1
602,28,1,1
603,55,1,1
604,60,1,1
605,20,1,1
606,88,1,1
607,34,1,1
608,14,1,1
609,13,1,1
610,86,1,1
611,35,1,1
612,75,1,1
613,54,1,1
614,28,1,1
615,44,1,1
616,25,1,1
617,58,1,1
618,6,1,1
619,65,1,1
620,5,1,1
621,92,1,1
622,21,1,1
623,79,1,1
624,94,1,1
625,16,1,1
626,27,1,1
627,15,1,1
628,33,1,1
629,23,1,1
630,41,1,1
631,95,1,1
632,53,1,1
633,46,1,1
634,13,1,1
635,61,1,1
636,78,1,1
637,80,1,1
638,2,1,1
639,85,1,1
640,43,1,1
641,44,1,1
642,36,1,1
643,50,1,1
644,80,1,1
645,50,1,1
646,74,1,1
647,15,1,1
648,68,1,1
649,69,1,1
650,1,1,1
651,65,1,1
652,82,1,1
653,56,1,1
654,4,1,1
655,13,1,1
656,2,1,1
657,48,1,1
658,26,1,1
659,51,1,1
660,71,1,1
661,9,1,1
662,4,1,1
663,83,1,1
664,17,1,1
665,91,1,1
666,36,1,1
667,16,1,1
668,79,1,1
669,16,1,1
670,87,1,1
671,13,1,1
672,80,1,1
673,93,1,1
674,81,1,1
675,66,1,1
676,21,1,1
677,21,1,1
678,42,1,1
679,56,1,1
680,17,1,1
681,38,1,1
682,91,1,1
683,37,1,1
684,7,1,1
685,87,1,1
686,35,1,1
687,31,1,1
688,11,1,1
689,4,1,1
690,85,1,1
691,82,1,1
692,80,1,1
693,34,1,1
694,57,1,1
695,57,1,1
696,93,1,1
697,19,1,1
698,67,1,1
699,1,1,1
700,39,1,1
701,8,1,1
702,76,1,1
703,60,1,1
704,30,1,1
705,9,1,1
706,50,1,1
707,24,1,1
708,10,1,1
709,78,1,1
710,53,1,1
711,71,1,1
712,73,1,1
713,75,1,1
714,2,1,1
715,43,1,1
716,27,1,1
717,18,1,1
718,59,1,1
719,18,1,1
720,80,1,1
721,96,1,1
722,42,1,1
723,60,1,1
724,54,1,1
725,59,1,1
726,53,1,1
727,16,1,1
728,81,1,1
729,29,1,1
730,36,1,1
731,97,1,1
732,78,1,1
733,39,1,1
734,22,1,1
735,65,1,1
736,67,1,1
737,53,1,1
738,62,1,1
739,93,1,1
740,91,1,1
741,92,1,1
742,84,1,1
743,13,1,1
744,60,1,1
745,47,1,1
746,1,1,1
747,24,1,1
748,16,1,1
749,83,1,1
750,39,1,1
751,79,1,1
752,48,1,1
753,79,1,1
754,95,1,1
755,45,1,1
756,14,1,1
757,1,1,1
758,99,1,1
759,22,1,1
760,18,1,1
761,39,1,1
762,91,1,1
763,94,1,1
764,79,1,1
765,31,1,1
766,13,1,1
767,7,1,1
768,44,1,1
769,30,1,1
770,1,1,1
771,50,1,1
772,59,1,1
773,51,1,1
774,77,1,1
775,48,1,1
776,99,1,1
777,68,1,1
778,38,1,1
779,97,1,1
780,65,1,1
781,6,1,1
782,15,1,1
783,72,1,1
784,31,1,1
785,88,1,1
786,77,1,1
787,90,1,1
788,90,1,1
789,35,1,1
790,50,1,1
791,21,1,1
792,100,1,1
793,91,1,1
794,30,1,1
795,91,1,1
796,40,1,1
797,70,1,1
798,6,1,1
799,76,1,1
800,25,1,1
801,62,1,1
802,40,1,1
803,73,1,1
804,55,1,1
805,86,1,1
806,21,1,1
807,30,1,1
808,13,1,1
809,36,1,1
810,25,1,1
811,30,1,1
812,14,1,1
813,16,1,1
814,4,1,1
815,57,1,1
816,25,1,1
817,27,1,1
818,59,1,1
819,78,1,1
820,97,1,1
821,88,1,1
822,2,1,1
823,35,1,1
824,33,1,1
825,28,1,1
826,73,1,1
827,65,1,1
828,7,1,1
829,48,1,1
830,56,1,1
831,23,1,1
832,78,1,1
833,57,1,1
834,89,1,1
835,30,1,1
836,97,1,1
837,26,1,1
838,86,1,1
839,23,1,1
840,81,1,1
841,14,1,1
842,52,1,1
843,69,1,1
844,5,1,1
845,15,1,1
846,64,1,1
847,36,1,1
848,85,1,1
849,64,1,1
850,22,1,1
851,3,1,1
852,51,1,1
853,79,1,1
854,11,1,1
855,78,1,1
856,53,1,1
857,41,1,1
858,65,1,1
859,55,1,1
860,57,1,1
861,34,1,1
862,45,1,1
863,50,1,1
864,36,1,1
865,79,1,1
866,75,1,1
867,19,1,1
868,85,1,1
869,48,1,1
870,74,1,1
871,73,1,1
872,90,1,1
873,54,1,1
874,88,1,1
875,16,1,1
876,4,1,1
877,51,1,1
878,57,1,1
879,34,1,1
880,79,1,1
881,81,1,1
882,92,1,1
883,28,1,1
884,34,1,1
885,64,1,1
886,96,1,1
887,57,1,1
888,48,1,1
889,1,1,1
890,1,1,1
891,94,1,1
892,66,1,1
893,16,1,1
894,26,1,1
895,52,1,1
896,31,1,1
897,75,1,1
898,55,1,1
899,90,1,1
900,64,1,1
901,49,1,1
902,52,1,1
903,82,1,1
904,43,1,1
905,89,1,1
906,33,1,1
907,25,1,1
908,87,1,1
909,90,1,1
910,33,1,1
911,10,1,1
912,72,1,1
913,76,1,1
914,56,1,1
915,2,1,1
916,64,1,1
917,73,1,1
918,37,1,1
919,43,1,1
920,1,1,1
921,94,1,1
922,26,1,1
923,21,1,1
924,35,1,1
925,7,1,1
926,86,1,1
927,30,1,1
928,85,1,1
929,76,1,1
930,24,1,1
931,49,1,1
932,37,1,1
933,45,1,1
934,18,1,1
935,54,1,1
936,54,1,1
937,89,1,1
938,50,1,1
939,18,1,1
940,62,1,1
941,8,1,1
942,13,1,1
943,51,1,1
944,59,1,1
945,41,1,1
946,79,1,1
947,36,1,1
948,13,1,1
949,38,1,1
950,71,1,1
951,52,1,1
952,58,1,1
953,8,1,1
954,100,1,1
955,38,1,1
956,54,1,1
957,32,1,1
958,54,1,1
959,3,1,1
960,30,1,1
961,12,1,1
962,38,1,1
963,8,1,1
964,60,1,1
965,50,1,1
966,83,1,1
967,14,1,1
968,77,1,1
969,24,1,1
970,31,1,1
971,7,1,1
972,54,1,1
973,78,1,1
974,82,1,1
975,12,1,1
976,62,1,1
977,11,1,1
978,39,1,1
979,58,1,1
980,80,1,1
981,52,1,1
982,57,1,1
983,53,1,1
984,51,1,1
985,64,1,1
986,77,1,1
987,30,1,1
988,32,1,1
989,14,1,1
990,32,1,1
991,99,1,1
992,34,1,1
993,25,1,1
994,97,1,1
995,1,1,1
996,49,1,1
997,99,1,1
998,65,1,1
999,90,1,1
1000,83,1,1
1001,22,1,1
1002,20,1,1
1003,17,1,1
1004,50,1,1
1005,22,1,1
1006,78,1,1
1007,46,1,1
1008,3,1,1
1009,46,1,1
1010,96,1,1
1011,24,1,1
1012,64,1,1
1013,61,1,1
1014,40,1,1
1015,82,1,1
1016,52,1,1
1017,49,1,1
1018,89,1,1
1019,47,1,1
1020,63,1,1
1021,98,1,1
1022,82,1,1
1023,9,1,1
1024,52,1,1
1025,79,1,1
1026,41,1,1
1027,18,1,1
1028,66,1,1
1029,55,1,1
1030,56,1,1
1031,73,1,1
1032,60,1,1
1033,81,1,1
1034,59,1,1
1035,43,1,1
1036,38,1,1
1037,84,1,1
1038,3,1,1
1039,53,1,1
1040,49,1,1
1041,21,1,1
1042,38,1,1
1043,36,1,1
1044,32,1,1
1045,69,1,1
1046,85,1,1
1047,18,1,1
1048,93,1,1
1049,72,1,1
1050,93,1,1
1051,11,1,1
1052,45,1,1
1053,56,1,1
1054,7,1,1
1055,88,1,1
1056,90,1,1
1057,89,1,1
1058,22,1,1
1059,47,1,1
1060,73,1,1
1061,6,1,1
1062,36,1,1
1063,96,1,1
1064,20,1,1
1065,14,1,1
1066,49,1,1
1067,100,1,1
1068,80,1,1
1069,96,1,1
1070,92,1,1
1071,27,1,1
1072,63,1,1
1073,8,1,1
1074,97,1,1
1075,2,1,1
1076,58,1,1
1077,13,1,1
1078,47,1,1
1079,71,1,1
1080,36,1,1
1081,60,1,1
1082,1,1,1
1083,83,1,1
1084,51,1,1
1085,24,1,1
1086,86,1,1
1087,44,1,1
1088,61,1,1
1089,4,1,1
1090,4,1,1
1091,50,1,1
1092,59,1,1
1093,39,1,1
1094,43,1,1
1095,14,1,1
1096,78,1,1
1097,65,1,1
1098,27,1,1
1099,66,1,1
1100,80,1,1
1101,20,1,1
1102,96,1,1
1103,62,1,1
1104,32,1,1
1105,37,1,1
1106,57,1,1
1107,48,1,1
1108,9,1,1
1109,37,1,1
1110,100,1,1
1111,48,1,1
1112,10,1,1
1113,25,1,1
1114,84,1,1
1115,26,1,1
1116,23,1,1
1117,1,1,1
1118,28,1,1
1119,44,1,1
1120,26,1,1
1121,53,1,1
1122,42,1,1
1123,15,1,1
1124,48,1,1
1125,22,1,1
1126,98,1,1
1127,16,1,1
1128,38,1,1
1129,50,1,1
1130,13,1,1
1131,21,1,1
1132,86,1,1
1133,36,1,1
1134,21,1,1
1135,89,1,1
1136,57,1,1
1137,95,1,1
1138,24,1,1
1139,1,1,1
1140,63,1,1
1141,66,1,1
1142,24,1,1
1143,75,1,1
1144,87,1,1
1145,92,1,1
1146,42,1,1
1147,32,1,1
1148,6,1,1
1149,90,1,1
1150,52,1,1
1151,91,1,1
1152,75,1,1
1153,36,1,1
1154,42,1,1
1155,90,1,1
1156,9,1,1
1157,97,1,1
1158,13,1,1
1159,43,1,1
1160,17,1,1
1161,79,1,1
1162,21,1,1
1163,41,1,1
1164,5,1,1
1165,76,1,1
1166,15,1,1
1167,72,1,1
1168,83,1,1
1169,22,1,1
1170,64,1,1
1171,68,1,1
1172,90,1,1
1173,93,1,1
1174,45,1,1
1175,22,1,1
1176,79,1,1
1177,85,1,1
1178,64,1,1
1179,36,1,1
1180,67,1,1
1181,10,1,1
1182,79,1,1
1183,49,1,1
1184,9,1,1
1185,25,1,1
1186,27,1,1
1187,46,1,1
1188,97,1,1
1189,18,1,1
1190,91,1,1
1191,43,1,1
1192,75,1,1
1193,66,1,1
1194,73,1,1
1195,44,1,1
1196,87,1,1
1197,46,1,1
1198,12,1,1
1199,33,1,1
1200,74,1,1
1201,10,1,1
1202,44,1,1
1203,75,1,1
1204,3,1,1
1205,69,1,1
1206,19,1,1
1207,28,1,1
1208,28,1,1
1209,89,1,1
1210,15,1,1
1211,55,1,1
1212,88,1,1
1213,40,1,1
1214,40,1,1
1215,17,1,1
1216,22,1,1
1217,42,1,1
1218,64,1,1
1219,38,1,1
1220,9,1,1
1221,20,1,1
1222,55,1,1
1223,80,1,1
1224,26,1,1
1225,26,1,1
1226,14,1,1
1227,8,1,1
1228,31,1,1
1229,80,1,1
1230,74,1,1
1231,72,1,1
1232,92,1,1
1233,71,1,1
1234,66,1,1
1235,10,1,1
1236,25,1,1
1237,74,1,1
1238,53,1,1
1239,18,1,1
1240,52,1,1
1241,67,1,1
1242,43,1,1
1243,88,1,1
1244,94,1,1
1245,60,1,1
1246,60,1,1
1247,52,1,1
1248,37,1,1
1249,95,1,1
1250,64,1,1
1251,76,1,1
1252,92,1,1
1253,13,1,1
1254,39,1,1
1255,43,1,1
1256,60,1,1
1257,80,1,1
1258,46,1,1
1259,36,1,1
1260,27,1,1
1261,73,1,1
1262,100,1,1
1263,78,1,1
1264,5,1,1
1265,77,1,1
1266,75,1,1
1267,77,1,1
1268,48,1,1
1269,31,1,1
1270,27,1,1
1271,45,1,1
1272,35,1,1
1273,85,1,1
1274,74,1,1
1275,45,1,1
1276,90,1,1
1277,97,1,1
1278,96,1,1
1279,4,1,1
1280,98,1,1
1281,44,1,1
1282,56,1,1
1283,39,1,1
1284,23,1,1
1285,1,1,1
1286,73,1,1
1287,40,1,1
1288,64,1,1
1289,2,1,1
1290,93,1,1
1291,13,1,1
1292,14,1,1
1293,14,1,1
1294,67,1,1
