Query,ts,dport,count
evo.qksrv.net,55,238,6
evo.qksrv.net,55,238,6
evo.qksrv.net,56,238,1
evo.qksrv.net,98,238,1
-,39,642,26
-,39,642,26
-,39,642,26
google,24,840,25
google,14,840,15
horoscope,23,77,4
ebay,43,395,14
ebay,93,395,13
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,11,953,27
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
jdsbanners.com,42,953,29
yahoo.com,19,190,15
yahoo.com,25,190,5
yahoo.com,49,190,4
-,99,642,4
american idol,48,223,6
-,87,642,19
-,47,642,17
mapquest.com,10,451,2
mapquest.com,40,451,2
internet,22,775,3
-,22,642,18
google.com,42,621,3
southwest.com,13,945,2
ebay,23,395,13
ebay.com,41,1000,2
www.myspace.com,39,365,1
-,17,642,25
orbitz,22,625,2
southwest airlines,17,24,3
yahoo.com,42,190,6
yahoo.com,42,190,6
hotmail.com,75,894,1
bank of america,27,466,1
-,1,642,5
-,40,642,24
map quest,17,442,2
bank of america,36,466,2
bank of america,36,466,2
-,42,642,13
-,55,642,5
.com,14,746,1
ask jeeves,65,836,3
ask jeeves,65,836,3
ask jeeves,65,836,3
yahoo,70,787,6
-,70,642,23
google.com,15,621,4
myspace,7,803,1
evo.qksrv.net,10,238,14
evo.qksrv.net,10,238,14
evo.qksrv.net,10,238,14
evo.qksrv.net,11,238,8
myspace,13,803,2
myspace,18,803,5
myspace,34,803,3
myspace,34,803,3
myspace,57,803,2
mapquest.com,67,451,2
google,95,840,13
dictionary,11,488,1
google,19,840,28
mapquest,83,475,13
mapquest,84,475,13
http,2,832,1
weather,20,808,3
msn.com,7,679,3
msn.com,7,679,3
msn.com,7,679,3
msn.com,55,679,3
msn.com,55,679,3
msn.com,55,679,3
msn.com,95,679,2
m,19,255,2
bank of america,59,466,5
mapquest,93,475,3
mapquest,93,475,3
ebay,16,395,17
walmart,25,513,2
target,25,79,2
prom dresses,26,137,4
prom dresses,26,137,4
prom dresses,26,137,4
prom dresses,26,137,4
pogo.com,19,467,3
pogo.com,20,467,1
yahoo.com,21,190,18
map quest,69,442,1
map quest,83,442,2
horoscopes,21,970,3
www.yahoo.com,19,16,6
www.yahoo.com,19,16,6
www.yahoo.com,19,16,6
bankofamerica,22,305,4
bankofamerica,56,305,2
myspace,19,803,7
porn,40,233,3
google,68,840,28
mapquest,44,475,5
.com,68,746,1
ebay,35,395,4
http,27,832,1
weather,21,808,12
ebay,22,395,17
-,8,642,10
-,62,642,21
-,62,642,21
-,66,642,12
-,66,642,12
google,1,840,14
google,41,840,32
google,41,840,32
dictionary,37,488,1
american idol,66,223,1
google,86,840,13
mapquest,12,475,5
bank of america,56,466,2
bank of america,56,466,2
www.google.com,99,244,1
ebay,44,395,14
-,14,642,21
google,13,840,22
google,84,840,31
google,86,840,13
google,86,840,13
google,87,840,21
google,87,840,21
google,87,840,21
google,87,840,21
evo.qksrv.net,8,238,5
evo.qksrv.net,8,238,5
evo.qksrv.net,8,238,5
evo.qksrv.net,8,238,5
evo.qksrv.net,9,238,19
evo.qksrv.net,9,238,19
google,58,840,13
google,83,840,24
google,83,840,24
google,24,840,25
pogo.com,71,467,1
ebay,22,395,17
ebay,23,395,13
ebay,72,395,21
ebay,84,395,11
ebay,87,395,13
mapquest,87,475,6
-,4,642,4
free porn,37,916,2
free porn,37,916,2
free porn,58,916,3
free porn,58,916,3
myspace,68,803,18
myspace,68,803,18
yahoo.com,71,190,9
-,21,642,26
dictionary,2,488,1
google,46,840,47
myspace.com,92,371,5
ebay.com,40,1000,3
ebay.com,72,1000,1
google,22,840,39
google,22,840,39
google,20,840,30
google,20,840,30
google,20,840,30
horoscope,22,77,9
-,21,642,26
google,43,840,27
ebay,43,395,14
www.yahoo.com,23,16,3
www.yahoo.com,43,16,4
www.yahoo.com,44,16,5
www.yahoo.com,65,16,4
www.yahoo.com,65,16,4
www.yahoo.com,70,16,4
www.yahoo.com,88,16,5
www.yahoo.com,88,16,5
mapquest,13,475,4
google,24,840,25
google.com,24,621,8
ebay,22,395,17
google,96,840,20
google,96,840,20
www.yahoo.com,17,16,5
www.google.com,35,244,3
mapquest,16,475,5
hotmail.com,8,894,1
hotmail.com,22,894,2
hotmail.com,47,894,3
hotmail.com,56,894,1
ebay,66,395,11
hotmail.com,69,894,3
hotmail.com,90,894,8
hotmail.com,90,894,8
hotmail.com,92,894,5
www.yahoo.com,17,16,5
www.yahoo.com,21,16,4
www.yahoo.com,21,16,4
www.yahoo.com,70,16,4
-,45,642,21
-,85,642,21
google,23,840,23
-,23,642,13
ebay,16,395,17
ebay,27,395,1
ebay,75,395,3
ebay,94,395,7
www.yahoo.com,14,16,2
free porn,24,916,2
free porn,24,916,2
porn,24,233,3
porn,24,233,3
porn,24,233,3
google,84,840,31
maps,23,404,1
dictionary,100,488,1
-,82,642,16
-,62,642,21
google,34,840,11
google,34,840,11
google,34,840,11
google,34,840,11
google,34,840,11
ebay,80,395,4
ebay,80,395,4
yahoo.com,4,190,2
yahoo.com,4,190,2
www.yahoo.com,4,16,3
www.yahoo.com,4,16,3
www.yahoo.com,4,16,3
www.google.com,69,244,11
www.google.com,93,244,4
mapquest.com,21,451,2
mapquest.com,21,451,2
hotmail,19,760,3
hotmail,94,760,1
familywatchdog.us,30,496,5
familywatchdog.us,30,496,5
familywatchdog.us,30,496,5
ebay.com,19,1000,5
myspace.com,85,371,5
myspace.com,85,371,5
my space,85,120,3
my space,85,120,3
my space,85,120,3
-,96,642,16
-,96,642,16
-,96,642,16
www.google.com,17,244,4
google,22,840,39
-,17,642,25
-,7,642,6
dictionary,35,488,4
evo.qksrv.net,3,238,6
evo.qksrv.net,3,238,6
evo.qksrv.net,3,238,6
google.com,20,621,30
google.com,20,621,30
google.com,20,621,30
google.com,20,621,30
google.com,63,621,22
google.com,63,621,22
google.com,63,621,22
google.com,63,621,22
-,21,642,26
www.yahoo.com,11,16,1
www.yahoo.com,13,16,3
www.yahoo.com,13,16,3
www.google.com,7,244,1
www.google.com,88,244,14
www.google.com,88,244,14
www.google.com,88,244,14
www.google.com,88,244,14
www.google.com,88,244,14
www.google.com,88,244,14
www.google.com,88,244,14
american idol,40,223,2
internet,14,775,5
ask jeeves,10,836,1
irs,36,417,4
irs,36,417,4
irs,36,417,4
irs,36,417,4
dictionary,60,488,4
bankofamerica,59,305,1
myspace.com,13,371,1
yahoo,98,787,1
hotmail.com,1,894,1
hotmail.com,35,894,2
hotmail.com,45,894,1
hotmail.com,59,894,3
hotmail.com,70,894,2
hotmail.com,72,894,3
myspace,1,803,2
ebay,24,395,4
maps,13,404,4
maps,13,404,4
maps,13,404,4
maps,13,404,4
maps,14,404,3
maps,14,404,3
maps,14,404,3
-,18,642,27
internet,18,775,8
google,16,840,34
hotmail,1,760,1
msn,1,382,2
-,20,642,18
maps,21,404,1
maps,31,404,1
target,85,79,2
yahoo,85,787,5
target,85,79,2
walmart,85,513,2
fidelity.com,11,554,2
fidelity.com,21,554,2
weather,39,808,2
-,94,642,16
yahoo mail,15,793,1
yahoo mail,19,793,3
yahoo mail,22,793,5
yahoo mail,22,793,5
yahoo mail,35,793,2
yahoo mail,35,793,2
yahoo mail,41,793,1
yahoo mail,45,793,3
yahoo mail,65,793,3
yahoo mail,65,793,3
yahoo mail,92,793,2
ebay,40,395,9
bank of america,3,466,1
pussy,70,548,1
pussy,85,548,7
pussy,85,548,7
pussy,85,548,7
pussy,85,548,7
pussy,85,548,7
yahoo,11,787,7
yahoo,12,787,5
southwest airlines,12,24,2
yahoo,12,787,5
southwest airlines,12,24,2
expedia,12,902,1
yahoo,13,787,7
southwest airlines,13,24,2
southwest airlines,16,24,1
yahoo,16,787,7
yahoo,16,787,7
yahoo,18,787,12
yahoo,19,787,11
southwest airlines,35,24,2
southwest airlines,37,24,1
yahoo,37,787,6
yahoo,44,787,16
yahoo,44,787,16
google.com,16,621,7
www.google.com,20,244,4
google,24,840,25
www.yahoo.com,35,16,6
yahoo.com,36,190,5
http,45,832,3
www.hotmail.com,21,884,1
weather,14,808,3
weather,86,808,3
weather,86,808,3
yahoo,24,787,14
yahoo,24,787,14
google,24,840,25
google,24,840,25
google,24,840,25
yahoo.com,21,190,18
google.com,21,621,9
southwest airlines,11,24,2
bank of america,93,466,7
bank of america,93,466,7
bank of america,93,466,7
bank of america,93,466,7
bank of america,95,466,3
bank of america,95,466,3
bank of america,95,466,3
maps,94,404,2
maps,94,404,2
mapquest,94,475,8
msn.com,13,679,2
msn.com,16,679,1
msn.com,36,679,1
ebay,36,395,9
internet,14,775,5
yahoo.com,14,190,7
mapquest.com,22,451,1
runescape,15,568,1
google,18,840,23
google,18,840,23
dictionary,20,488,5
runescape,20,568,2
runescape,20,568,2
-,21,642,26
runescape,21,568,2
runescape,21,568,2
runescape,40,568,3
runescape,40,568,3
runescape,40,568,3
runescape,41,568,7
runescape,41,568,7
runescape,41,568,7
runescape,41,568,7
runescape,41,568,7
runescape,65,568,2
runescape,65,568,2
runescape,67,568,4
runescape,67,568,4
runescape,67,568,4
runescape,68,568,2
runescape,82,568,1
google,41,840,32
yahoo,47,787,15
yahoo,47,787,15
yahoo,47,787,15
yahoo,47,787,15
google,64,840,28
google,64,840,28
google,64,840,28
google,66,840,16
bank of america,20,466,3
games.myspace.com,22,800,33
games.myspace.com,22,800,33
internet,36,775,5
hotmail.com,20,894,1
hotmail.com,44,894,2
hotmail.com,68,894,1
internet,12,775,3
internet,13,775,4
-,17,642,25
yahoo,13,787,7
yahoo,14,787,18
yahoo,14,787,18
yahoo,15,787,15
yahoo,16,787,7
yahoo,17,787,7
yahoo,17,787,7
yahoo,17,787,7
yahoo,20,787,23
yahoo,20,787,23
yahoo,24,787,14
yahoo,25,787,12
yahoo,27,787,11
yahoo,27,787,11
yahoo,27,787,11
yahoo,39,787,7
yahoo,43,787,18
yahoo,46,787,16
target,47,79,1
yahoo.com,47,190,9
yahoo.com,47,190,9
yahoo,47,787,15
yahoo,47,787,15
yahoo,49,787,10
yahoo,49,787,10
yahoo,63,787,14
yahoo,63,787,14
yahoo,63,787,14
yahoo,72,787,7
yahoo,73,787,5
yahoo,73,787,5
yahoo,73,787,5
yahoo,75,787,3
yahoo,75,787,3
yahoo,90,787,12
yahoo,94,787,6
yahoo.com,95,190,8
yahoo,96,787,2
-,19,642,16
mapquest,66,475,8
mapquest,9,475,5
mapquest,10,475,6
myspace,21,803,6
yahoo,21,787,13
map quest,13,442,5
map quest,14,442,3
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
games.myspace.com,40,800,40
myspace.com,40,371,5
games.myspace.com,40,800,40
games.myspace.com,41,800,21
games.myspace.com,41,800,21
games.myspace.com,41,800,21
games.myspace.com,41,800,21
games.myspace.com,41,800,21
games.myspace.com,41,800,21
games.myspace.com,41,800,21
m,64,255,1
-,82,642,16
www.yahoo.com,24,16,1
porn,25,233,3
porn,25,233,3
google.com,26,621,3
google,26,840,10
yahoo,27,787,11
yahoo,27,787,11
yahoo,27,787,11
yahoo,67,787,17
yahoo,67,787,17
yahoo,67,787,17
http,23,832,3
-,14,642,21
-,11,642,19
-,11,642,19
-,11,642,19
-,11,642,19
-,11,642,19
-,17,642,25
-,17,642,25
-,17,642,25
-,17,642,25
-,35,642,26
-,35,642,26
-,35,642,26
-,35,642,26
-,35,642,26
-,35,642,26
-,35,642,26
-,35,642,26
-,35,642,26
-,35,642,26
-,39,642,26
-,39,642,26
-,39,642,26
-,39,642,26
-,40,642,24
-,40,642,24
-,40,642,24
-,59,642,13
-,59,642,13
-,72,642,22
-,82,642,16
-,82,642,16
-,95,642,20
my space,19,120,3
my space,19,120,3
my space,22,120,1
my space,34,120,2
my space,47,120,2
my space,47,120,2
mapquest,70,475,7
bank of america,75,466,2
google,21,840,22
google,21,840,22
yahoo games,20,327,3
yahoo games,20,327,3
yahoo games,20,327,3
yahoo games,22,327,2
yahoo games,22,327,2
yahoo games,29,327,2
yahoo games,29,327,2
yahoo games,49,327,3
yahoo games,49,327,3
yahoo games,67,327,1
yahoo games,69,327,1
yahoo games,95,327,1
yahoo games,96,327,2
www.google,3,179,1
google,8,840,6
google,8,840,6
google,8,840,6
craigslist,13,449,1
craigslist,14,449,2
craigslist,14,449,2
craigslist,17,449,4
craigslist,17,449,4
craigslist,17,449,4
craigslist,17,449,4
craigslist,20,449,1
craigslist,41,449,3
craigslist,41,449,3
myspace,45,803,8
myspace,45,803,8
craigslist,46,449,2
craigslist,63,449,2
craigslist,63,449,2
craigslist,64,449,1
hotmail,64,760,1
craigslist,65,449,2
craigslist,91,449,3
craigslist,94,449,7
craigslist,94,449,7
craigslist,94,449,7
craigslist,95,449,1
hotmail,95,760,1
ebay,19,395,12
www.google,2,179,3
www.google,2,179,3
ebay,16,395,17
ebay,16,395,17
ebay,16,395,17
ebay,16,395,17
ebay,16,395,17
ebay,16,395,17
google,37,840,26
google,37,840,26
google,37,840,26
google.com,44,621,18
google.com,44,621,18
google.com,44,621,18
google.com,44,621,18
google.com,44,621,18
google.com,84,621,4
-,17,642,25
ebay,3,395,5
ebay,3,395,5
google,3,840,9
google,3,840,9
internet,92,775,2
www.google.com,23,244,3
southwest airlines,11,24,2
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
carmen electra,16,602,22
www.yahoo.com,16,16,4
www.yahoo.com,16,16,4
www.yahoo.com,21,16,4
dictionary,20,488,5
dictionary,20,488,5
home depot,38,354,6
-,45,642,21
craigslist,26,449,1
craigslist,59,449,3
craigslist,59,449,3
craigslist,59,449,3
craigslist,83,449,1
yahoo,83,787,2
internet,20,775,5
map quest,66,442,5
map quest,66,442,5
google,34,840,11
google,12,840,10
google,12,840,10
mapquest,60,475,17
mapquest,60,475,17
mapquest,60,475,17
-,15,642,12
mapquest,83,475,13
yahoo games,15,327,1
yahoo games,64,327,3
yahoo games,64,327,3
yahoo games,64,327,3
ebay,64,395,7
southwest airlines,24,24,4
southwest airlines,24,24,4
southwest airlines,24,24,4
southwest airlines,24,24,4
-,84,642,14
dictionary,20,488,5
expedia,68,902,1
mapquest,68,475,8
google,82,840,21
dictionary,68,488,1
yahoo,35,787,4
google,89,840,16
google,89,840,16
weather,7,808,1
ebay,17,395,13
ebay,18,395,16
ebay,18,395,16
ebay,18,395,16
ebay,20,395,12
msn.com,66,679,1
google.com,14,621,2
myspace.com,66,371,9
-,8,642,10
suzuki drz 400s,8,723,1
suzuki drz 400s,9,723,8
suzuki drz 400s,9,723,8
suzuki drz 400s,9,723,8
suzuki drz 400s,9,723,8
suzuki drz 400s,9,723,8
suzuki drz 400s,9,723,8
suzuki drz 400s,9,723,8
suzuki drz 400s,9,723,8
suzuki drz 400s,10,723,4
suzuki drz 400s,10,723,4
suzuki drz 400s,10,723,4
suzuki drz 400s,10,723,4
-,24,642,14
suzuki drz 400s,24,723,7
suzuki drz 400s,24,723,7
suzuki drz 400s,24,723,7
suzuki drz 400s,24,723,7
suzuki drz 400s,24,723,7
suzuki drz 400s,24,723,7
suzuki drz 400s,24,723,7
suzuki drz 400s,25,723,2
suzuki drz 400s,25,723,2
-,35,642,26
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
-,35,642,26
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
suzuki drz 400s,35,723,12
suzuki drz 400s,36,723,3
suzuki drz 400s,36,723,3
suzuki drz 400s,36,723,3
-,79,642,6
suzuki drz 400s,79,723,8
suzuki drz 400s,79,723,8
suzuki drz 400s,79,723,8
suzuki drz 400s,79,723,8
suzuki drz 400s,79,723,8
suzuki drz 400s,79,723,8
suzuki drz 400s,79,723,8
suzuki drz 400s,79,723,8
yahoo,24,787,14
yahoo,65,787,5
yahoo.com,69,190,9
yahoo.com,89,190,11
amazon.com,94,571,3
amazon.com,94,571,3
myspace.com,41,371,6
weather,23,808,3
google,19,840,28
google,19,840,28
google,19,840,28
ebay.com,10,1000,4
yellow pages,33,185,3
ebay,85,395,14
ebay,86,395,5
-,46,642,16
yahoo,86,787,19
yahoo,86,787,19
-,86,642,20
-,86,642,20
eva longoria,86,124,2
-,86,642,20
eva longoria,86,124,2
-,87,642,19
eva longoria,87,124,7
eva longoria,87,124,7
sex,87,35,12
sex,87,35,12
sex,87,35,12
sex,87,35,12
sex,87,35,12
sex,87,35,12
sex,87,35,12
sex,87,35,12
sex,87,35,12
sex,87,35,12
eva longoria,87,124,7
eva longoria,87,124,7
eva longoria,87,124,7
eva longoria,87,124,7
eva longoria,87,124,7
-,87,642,19
-,87,642,19
-,91,642,27
eva longoria,91,124,2
eva longoria,91,124,2
-,93,642,39
eva longoria,93,124,7
eva longoria,93,124,7
eva longoria,93,124,7
-,93,642,39
eva longoria,93,124,7
eva longoria,93,124,7
eva longoria,93,124,7
eva longoria,93,124,7
ebay,14,395,6
dictionary,14,488,3
-,34,642,10
ebay,39,395,6
ebay,39,395,6
ebay,40,395,9
ebay,58,395,7
ebay,58,395,7
american idol,63,223,3
ebay,64,395,7
ebay,83,395,11
yahoo mail,13,793,1
google,22,840,39
yahoo.com,22,190,11
yahoo.com,22,190,11
ebay,18,395,16
-,23,642,13
myspace.com,49,371,2
myspace.com,76,371,5
google,12,840,10
google,13,840,22
google,13,840,22
google,13,840,22
google,13,840,22
google,13,840,22
google,13,840,22
google,13,840,22
google,13,840,22
google,13,840,22
google,17,840,28
google,34,840,11
google,34,840,11
google,35,840,13
google,39,840,10
google,40,840,17
google,40,840,17
google,41,840,32
google,41,840,32
google,42,840,23
google,42,840,23
google,43,840,27
google,94,840,20
hotmail,21,760,10
hotmail,21,760,10
hotmail,21,760,10
hotmail,21,760,10
hotmail,21,760,10
google,44,840,45
google,44,840,45
google,46,840,47
hotmail,69,760,3
myspace.com,70,371,5
myspace.com,70,371,5
myspace.com,70,371,5
myspace.com,70,371,5
-,73,642,11
myspace layouts,23,609,8
myspace layouts,23,609,8
myspace layouts,23,609,8
myspace layouts,23,609,8
myspace layouts,23,609,8
myspace layouts,23,609,8
myspace layouts,23,609,8
myspace.com,41,371,6
horoscope,22,77,9
horoscope,22,77,9
horoscope,22,77,9
horoscope,22,77,9
yahoo.com,21,190,18
www.ebay.com,46,31,4
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
horoscopes,10,970,38
evo.qksrv.net,10,238,14
yahoo,14,787,18
yahoo,14,787,18
map quest,15,442,5
yahoo,15,787,15
yahoo,15,787,15
yahoo,15,787,15
yahoo,60,787,10
yahoo,60,787,10
yahoo,60,787,10
yahoo,60,787,10
yahoo,61,787,6
yahoo,61,787,6
yahoo,61,787,6
yahoo,61,787,6
.com,85,746,4
www.yahoo.com,66,16,2
www.yahoo.com,93,16,1
google,2,840,11
google,2,840,11
google,2,840,11
google,3,840,9
msn.com,69,679,9
-,97,642,14
google,67,840,32
yahoo.com,69,190,9
yahoo.com,69,190,9
google,72,840,15
yahoo,72,787,7
www.yahoo.com,72,16,1
google,82,840,21
evo.qksrv.net,9,238,19
evo.qksrv.net,9,238,19
evo.qksrv.net,9,238,19
google,14,840,15
google,35,840,13
map quest,11,442,2
expedia,39,902,1
google,16,840,34
google,16,840,34
pussy,16,548,2
www.myspace.com,100,365,1
weather,22,808,15
google.com,87,621,11
google.com,87,621,11
google.com,87,621,11
ebay,21,395,9
ebay,70,395,21
ebay,70,395,21
ebay,71,395,18
ebay,96,395,6
-,19,642,16
google,2,840,11
google,25,840,29
msn,26,382,2
google,27,840,4
expedia,36,902,1
google,36,840,5
google,42,840,23
google,43,840,27
google,73,840,21
google,74,840,11
ebay,74,395,2
fidelity.com,1,554,2
fidelity.com,1,554,2
myspace,13,803,2
target,13,79,1
myspace,17,803,10
walmart,34,513,1
target,35,79,2
target,35,79,2
ebay,37,395,5
walmart,63,513,3
myspace,65,803,6
google,18,840,23
google,18,840,23
google,18,840,23
-,21,642,26
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
eva longoria,21,124,43
-,22,642,18
-,22,642,18
myspace.com,27,371,7
craigslist,34,449,1
ebay.com,10,1000,4
ebay.com,11,1000,7
ebay.com,11,1000,7
ebay.com,11,1000,7
ebay.com,61,1000,1
ebay.com,64,1000,3
mapquest,88,475,4
google.com,83,621,12
google.com,83,621,12
google.com,17,621,7
google.com,17,621,7
google.com,17,621,7
-,38,642,19
horoscope,89,77,2
yahoo.com,20,190,13
-,18,642,27
internet,32,775,3
yahoo,44,787,16
yahoo,44,787,16
yahoo,92,787,9
google,11,840,12
irs,62,417,1
www.ebay.com,10,31,1
-,33,642,5
-,34,642,10
-,37,642,10
-,59,642,13
-,61,642,17
ebay.com,71,1000,3
ebay,71,395,18
ebay,71,395,18
ebay,71,395,18
-,84,642,14
.com,87,746,1
-,88,642,12
google,21,840,22
dictionary,23,488,1
-,21,642,26
www.yahoo.com,34,16,3
www.yahoo.com,34,16,3
-,46,642,16
msn.com,22,679,2
msn,47,382,4
msn,94,382,1
google,19,840,28
google,44,840,45
-,23,642,13
www.myspace.com,89,365,1
www.yahoo.com,89,16,2
yahoo.com,99,190,2
www.yahoo.com,99,16,2
www.yahoo.com,99,16,2
google,13,840,22
google,17,840,28
google,17,840,28
google,17,840,28
google,56,840,5
google,94,840,20
map quest,22,442,1
google,14,840,15
google,20,840,30
.com,21,746,2
sex,48,35,2
sex,48,35,2
porn,48,233,2
ebay,22,395,17
ebay,31,395,3
ebay,94,395,7
ebay,94,395,7
www.google.com,13,244,4
www.google.com,13,244,4
www.google.com,13,244,4
dictionary,22,488,2
dictionary,32,488,1
ebay,63,395,9
-,82,642,16
-,14,642,21
-,63,642,15
-,63,642,15
ebay,2,395,3
ebay,49,395,11
ebay,59,395,5
american idol,67,223,1
http,93,832,4
www.yahoo.com,20,16,4
www.yahoo.com,20,16,4
myspace.com,37,371,4
pogo,45,150,1
pogo,95,150,1
google.com,31,621,1
google,44,840,45
google,44,840,45
http,82,832,4
http,45,832,3
internet,62,775,3
-,63,642,15
ebay,91,395,12
mapquest,59,475,7
bank of america,9,466,3
bank of america,9,466,3
bank of america,14,466,2
myspace.com,19,371,8
myspace.com,19,371,8
myspace.com,19,371,8
myspace.com,19,371,8
-,15,642,12
-,15,642,12
internet,33,775,3
internet,33,775,3
games.myspace.com,38,800,2
www.google.com,39,244,3
www.google.com,39,244,3
www.google.com,39,244,3
ebay,23,395,13
ebay.com,50,1000,4
ask jeeves,19,836,1
ask jeeves,48,836,3
ask jeeves,48,836,3
ask jeeves,83,836,2
ebay.com,17,1000,6
ebay.com,17,1000,6
ebay.com,44,1000,4
msn.com,45,679,2
yahoo mail,54,793,1
yahoo mail,97,793,1
-,45,642,21
-,21,642,26
myspace,17,803,10
myspace,17,803,10
myspace,17,803,10
myspace,17,803,10
myspace,17,803,10
myspace,17,803,10
ebay,17,395,13
familywatchdog.us,46,496,2
familywatchdog.us,46,496,2
horoscope,12,77,2
horoscope,12,77,2
-,85,642,21
-,85,642,21
paris hilton,22,669,2
paris hilton,22,669,2
dictionary,53,488,1
dictionary,78,488,1
-,17,642,25
m,24,255,1
google,23,840,23
yahoo.com,42,190,6
myspace.com,49,371,2
google,71,840,27
yahoo,24,787,14
