Query,QueryT,QueryTime,Count
-,-958,958,12
ebay,ebay304,304,4
mapquest,mapquest927,927,8
google,google927,927,12
google,google1053,1053,12
google,google1098,1098,11
google,google1210,1210,6
mapquest,mapquest1211,1211,6
ebay,ebay1767,1767,9
google,google184,184,22
google,google1344,1344,21
www.google.com,www.google.com430,430,5
-,-326,326,19
-,-1269,1269,11
-,-42,42,13
-,-105,105,7
-,-106,106,8
-,-234,234,19
-,-694,694,19
-,-715,715,12
www.google.com,www.google.com717,717,4
google,google30,30,4
-,-383,383,20
google,google1581,1581,32
-,-1974,1974,39
google,google2188,2188,4
myspace,myspace23,23,9
-,-255,255,15
google.com,google.com610,610,4
mapquest,mapquest372,372,4
-,-631,631,7
google,google863,863,17
-,-1128,1128,7
-,-1250,1250,5
mapquest,mapquest1668,1668,4
-,-1948,1948,93
-,-2107,2107,272
-,-117,117,12
myspace.com,myspace.com708,708,3
mapquest,mapquest21,21,7
yahoo,yahoo180,180,10
yahoo,yahoo92,92,9
ebay,ebay639,639,5
ebay,ebay339,339,1
mapquest,mapquest363,363,1
mapquest,mapquest671,671,9
mapquest,mapquest693,693,5
mapquest,mapquest708,708,9
yahoo.com,yahoo.com1598,1598,3
-,-1986,1986,294
google,google617,617,40
google,google20,20,30
yahoo.com,yahoo.com94,94,7
google,google422,422,23
-,-185,185,21
mapquest,mapquest755,755,16
mapquest,mapquest1674,1674,5
google,google332,332,31
google,google570,570,19
google,google635,635,15
google,google812,812,49
mapquest,mapquest1195,1195,3
google,google1724,1724,46
mapquest,mapquest1724,1724,9
mapquest,mapquest1768,1768,8
ebay,ebay1773,1773,6
yahoo,yahoo467,467,8
yahoo,yahoo710,710,11
yahoo,yahoo1389,1389,11
yahoo,yahoo1533,1533,18
www.google.com,www.google.com18,18,5
www.google.com,www.google.com357,357,16
-,-378,378,24
www.google.com,www.google.com1653,1653,12
www.google.com,www.google.com1986,1986,4
ebay,ebay810,810,5
google.com,google.com2014,2014,15
yahoo.com,yahoo.com2110,2110,8
yahoo.com,yahoo.com2124,2124,3
yahoo.com,yahoo.com2128,2128,7
yahoo.com,yahoo.com2136,2136,4
google.com,google.com2152,2152,3
ebay,ebay385,385,5
yahoo,yahoo601,601,9
ebay,ebay791,791,9
ebay,ebay1296,1296,12
myspace.com,myspace.com1676,1676,4
ebay,ebay1678,1678,18
myspace.com,myspace.com593,593,2
yahoo.com,yahoo.com192,192,13
-,-839,839,17
-,-404,404,22
myspace.com,myspace.com1667,1667,3
-,-74,74,7
mapquest,mapquest278,278,7
yahoo,yahoo1729,1729,15
google.com,google.com545,545,9
google,google834,834,11
google,google880,880,21
google,google881,881,24
google,google882,882,23
google,google1025,1025,4
google,google1169,1169,21
google,google1216,1216,9
google,google1217,1217,14
google,google2080,2080,14
-,-2066,2066,150
-,-956,956,12
-,-1067,1067,8
-,-499,499,16
-,-1408,1408,13
google.com,google.com23,23,8
google,google68,68,28
google.com,google.com275,275,9
google,google1565,1565,12
google.com,google.com1686,1686,2
google.com,google.com1760,1760,4
ebay,ebay619,619,12
google,google620,620,38
google,google1722,1722,42
-,-203,203,7
ebay,ebay79,79,4
ebay,ebay89,89,13
ebay,ebay92,92,11
ebay,ebay126,126,2
ebay,ebay318,318,2
ebay,ebay500,500,10
ebay,ebay594,594,11
ebay,ebay668,668,14
ebay,ebay708,708,8
ebay,ebay775,775,4
ebay,ebay896,896,3
ebay,ebay919,919,1
ebay,ebay943,943,2
ebay,ebay1102,1102,10
ebay,ebay1103,1103,10
ebay,ebay1111,1111,2
ebay,ebay1409,1409,3
ebay,ebay1410,1410,4
ebay,ebay1433,1433,4
ebay,ebay1504,1504,6
ebay,ebay1555,1555,7
ebay,ebay1711,1711,2
ebay,ebay1759,1759,5
ebay,ebay1837,1837,11
-,-1127,1127,4
-,-2002,2002,140
-,-1101,1101,17
-,-929,929,12
-,-1030,1030,9
mapquest,mapquest691,691,10
ebay,ebay418,418,13
ebay,ebay782,782,8
ebay,ebay936,936,2
ebay,ebay951,951,5
ebay,ebay1006,1006,9
ebay,ebay1056,1056,7
ebay,ebay1092,1092,5
ebay,ebay1114,1114,3
ebay,ebay1199,1199,9
ebay,ebay1263,1263,4
ebay,ebay1281,1281,4
ebay,ebay1294,1294,14
ebay,ebay1367,1367,8
ebay,ebay1390,1390,10
ebay,ebay1414,1414,4
ebay,ebay1426,1426,8
ebay,ebay1449,1449,5
ebay,ebay1455,1455,6
ebay,ebay1463,1463,6
ebay,ebay1535,1535,13
ebay,ebay1544,1544,1
ebay,ebay1559,1559,11
ebay,ebay1607,1607,8
ebay,ebay1619,1619,4
ebay,ebay1654,1654,10
ebay,ebay1727,1727,15
ebay,ebay1751,1751,15
ebay,ebay1762,1762,4
ebay,ebay1798,1798,14
ebay,ebay1808,1808,5
ebay,ebay1823,1823,13
ebay,ebay1929,1929,4
ebay,ebay1952,1952,2
ebay,ebay1976,1976,4
ebay,ebay2015,2015,8
ebay,ebay2039,2039,9
ebay,ebay2111,2111,14
ebay,ebay2123,2123,5
ebay,ebay2133,2133,3
ebay,ebay2150,2150,16
-,-834,834,15
-,-17,17,25
-,-111,111,34
yahoo.com,yahoo.com802,802,3
yahoo,yahoo12,12,5
yahoo.com,yahoo.com34,34,7
yahoo,yahoo55,55,2
yahoo.com,yahoo.com88,88,4
yahoo,yahoo670,670,8
yahoo,yahoo1078,1078,9
google,google1388,1388,26
-,-328,328,14
mapquest,mapquest540,540,5
-,-1002,1002,15
mapquest,mapquest1698,1698,10
google,google1461,1461,17
google,google1586,1586,16
google,google1587,1587,5
ebay,ebay70,70,21
mapquest,mapquest70,70,7
myspace.com,myspace.com596,596,7
myspace.com,myspace.com695,695,13
myspace.com,myspace.com718,718,7
myspace.com,myspace.com863,863,4
myspace.com,myspace.com985,985,7
myspace.com,myspace.com1007,1007,6
myspace.com,myspace.com1624,1624,6
ebay,ebay1663,1663,4
myspace.com,myspace.com1823,1823,6
mapquest,mapquest1896,1896,4
myspace.com,myspace.com1911,1911,4
myspace.com,myspace.com1985,1985,7
mapquest,mapquest1988,1988,4
mapquest,mapquest2013,2013,4
myspace.com,myspace.com2105,2105,4
mapquest,mapquest2128,2128,7
mapquest,mapquest113,113,6
google,google1641,1641,4
google,google1642,1642,17
mapquest,mapquest1980,1980,4
google,google1983,1983,22
www.google.com,www.google.com500,500,5
google,google1599,1599,30
myspace.com,myspace.com2172,2172,6
-,-1134,1134,3
myspace.com,myspace.com1078,1078,4
www.google.com,www.google.com24,24,3
google,google41,41,32
google,google250,250,25
google,google325,325,21
google,google488,488,5
google,google545,545,19
google,google554,554,12
google,google585,585,6
-,-595,595,30
-,-716,716,29
google,google753,753,12
google,google809,809,22
google,google831,831,10
mapquest,mapquest899,899,5
google,google904,904,16
google,google924,924,22
mapquest,mapquest992,992,2
google,google996,996,5
mapquest,mapquest1134,1134,1
-,-1343,1343,27
google,google1385,1385,16
google,google1406,1406,11
google,google1885,1885,26
google,google1967,1967,16
google,google1980,1980,11
google,google1981,1981,20
google,google2008,2008,7
google,google2053,2053,13
google,google2082,2082,15
google,google2085,2085,43
google,google2170,2170,7
google,google2036,2036,21
-,-413,413,2
myspace.com,myspace.com529,529,2
myspace.com,myspace.com723,723,1
-,-820,820,2
google.com,google.com1600,1600,3
-,-1901,1901,35
-,-1972,1972,72
-,-1994,1994,88
google.com,google.com234,234,7
-,-524,524,31
myspace.com,myspace.com1722,1722,4
-,-186,186,19
mapquest,mapquest1209,1209,11
-,-1023,1023,6
-,-619,619,26
google.com,google.com718,718,9
yahoo.com,yahoo.com1507,1507,2
myspace.com,myspace.com1579,1579,7
google,google19,19,28
google,google331,331,37
google,google623,623,28
google.com,google.com565,565,4
google.com,google.com984,984,3
google.com,google.com1165,1165,8
google.com,google.com1990,1990,16
myspace,myspace160,160,1
myspace,myspace168,168,7
yahoo,yahoo168,168,11
myspace,myspace258,258,8
myspace,myspace261,261,11
myspace,myspace298,298,4
myspace,myspace304,304,1
myspace,myspace310,310,9
myspace,myspace372,372,2
myspace,myspace373,373,2
myspace,myspace496,496,7
myspace,myspace515,515,2
myspace,myspace564,564,2
myspace,myspace664,664,7
myspace,myspace686,686,6
myspace,myspace863,863,4
myspace,myspace885,885,4
myspace,myspace899,899,1
myspace,myspace932,932,3
myspace,myspace1383,1383,1
myspace,myspace1572,1572,2
myspace,myspace1574,1574,3
myspace,myspace1643,1643,4
myspace,myspace1651,1651,7
myspace,myspace1652,1652,10
myspace,myspace1655,1655,11
myspace,myspace1669,1669,4
myspace,myspace1671,1671,5
myspace,myspace1679,1679,9
myspace,myspace1812,1812,1
yahoo,yahoo1816,1816,8
myspace,myspace1816,1816,5
myspace,myspace1883,1883,6
myspace,myspace1884,1884,10
myspace,myspace1890,1890,10
myspace,myspace1893,1893,10
myspace,myspace1895,1895,10
myspace,myspace1907,1907,12
myspace,myspace1908,1908,7
myspace,myspace1931,1931,13
myspace,myspace1964,1964,15
myspace,myspace1968,1968,2
myspace,myspace1979,1979,2
myspace,myspace1990,1990,5
myspace,myspace1992,1992,10
myspace,myspace2008,2008,6
myspace,myspace2010,2010,7
myspace,myspace2027,2027,4
myspace,myspace2030,2030,6
myspace,myspace2036,2036,4
myspace,myspace2052,2052,3
myspace,myspace2062,2062,15
myspace,myspace2083,2083,6
myspace,myspace2129,2129,9
myspace,myspace2156,2156,2
myspace,myspace2176,2176,3
yahoo.com,yahoo.com337,337,4
yahoo.com,yahoo.com428,428,4
-,-642,642,41
yahoo,yahoo685,685,4
-,-1953,1953,53
google,google1268,1268,17
-,-571,571,11
yahoo,yahoo621,621,8
ebay,ebay1329,1329,3
ebay,ebay1695,1695,5
ebay,ebay2052,2052,5
google,google1675,1675,29
-,-497,497,22
myspace.com,myspace.com501,501,12
google,google597,597,38
google,google616,616,51
google,google692,692,35
google,google737,737,12
google.com,google.com815,815,6
mapquest,mapquest284,284,8
google,google113,113,38
google,google450,450,55
google.com,google.com450,450,15
-,-688,688,11
mapquest,mapquest1021,1021,5
mapquest,mapquest1558,1558,3
google.com,google.com1818,1818,11
mapquest,mapquest187,187,8
mapquest,mapquest2018,2018,3
google,google2019,2019,11
-,-1427,1427,10
mapquest,mapquest1459,1459,3
google,google1559,1559,24
yahoo.com,yahoo.com979,979,9
google,google645,645,40
www.google.com,www.google.com743,743,3
-,-437,437,3
myspace.com,myspace.com711,711,7
-,-2045,2045,41
-,-202,202,6
-,-470,470,35
-,-474,474,26
-,-2147,2147,335
google,google736,736,8
myspace.com,myspace.com1026,1026,1
mapquest,mapquest1910,1910,7
myspace.com,myspace.com2177,2177,7
google,google1454,1454,12
google,google1878,1878,1
google,google1943,1943,17
google,google42,42,23
-,-1249,1249,21
-,-779,779,11
-,-734,734,11
www.google.com,www.google.com1704,1704,5
-,-544,544,12
-,-568,568,10
myspace.com,myspace.com640,640,3
mapquest,mapquest948,948,5
ebay,ebay1031,1031,3
mapquest,mapquest1210,1210,15
google.com,google.com1296,1296,4
mapquest,mapquest1424,1424,3
mapquest,mapquest1759,1759,2
google.com,google.com22,22,14
yahoo,yahoo25,25,12
google,google671,671,29
google,google745,745,14
google,google788,788,41
ebay,ebay878,878,12
google,google2158,2158,24
mapquest,mapquest1965,1965,10
myspace,myspace311,311,6
myspace,myspace328,328,5
myspace.com,myspace.com1072,1072,5
myspace.com,myspace.com1292,1292,5
myspace.com,myspace.com1441,1441,6
myspace,myspace1481,1481,7
-,-91,91,27
-,-205,205,10
-,-736,736,13
myspace.com,myspace.com1229,1229,2
-,-1498,1498,2
-,-1837,1837,1
mapquest,mapquest431,431,6
yahoo,yahoo474,474,16
-,-594,594,11
google,google861,861,15
-,-303,303,19
google.com,google.com350,350,6
google.com,google.com663,663,5
google,google1018,1018,4
google.com,google.com1044,1044,3
google,google14,14,15
ebay,ebay189,189,10
ebay,ebay814,814,11
ebay,ebay42,42,9
myspace,myspace162,162,7
ebay,ebay162,162,11
myspace,myspace164,164,51
myspace,myspace208,208,9
ebay,ebay276,276,12
ebay,ebay362,362,3
ebay,ebay405,405,6
myspace,myspace502,502,6
myspace,myspace668,668,27
ebay,ebay709,709,10
myspace,myspace718,718,7
myspace,myspace765,765,6
myspace,myspace783,783,4
myspace,myspace814,814,6
myspace,myspace833,833,2
myspace,myspace860,860,14
myspace,myspace985,985,2
myspace,myspace986,986,6
myspace,myspace988,988,3
myspace,myspace998,998,3
-,-1004,1004,21
myspace,myspace1054,1054,5
myspace,myspace1121,1121,5
myspace,myspace1145,1145,2
myspace,myspace1166,1166,1
ebay,ebay1200,1200,8
myspace,myspace1200,1200,3
ebay,ebay1201,1201,5
myspace,myspace1293,1293,5
myspace,myspace1311,1311,3
myspace,myspace1320,1320,13
myspace,myspace1335,1335,3
myspace,myspace1368,1368,4
myspace,myspace1392,1392,5
myspace,myspace1417,1417,5
myspace,myspace1441,1441,3
myspace,myspace1464,1464,3
ebay,ebay1465,1465,3
myspace,myspace1488,1488,1
myspace,myspace1559,1559,6
myspace,myspace1609,1609,9
myspace,myspace1633,1633,5
myspace,myspace1653,1653,7
myspace,myspace1682,1682,8
myspace,myspace1702,1702,12
myspace,myspace1752,1752,9
myspace,myspace1753,1753,10
myspace,myspace1801,1801,2
myspace,myspace1874,1874,2
myspace,myspace1945,1945,4
ebay,ebay1984,1984,7
myspace,myspace2018,2018,9
myspace,myspace2042,2042,4
myspace,myspace2066,2066,4
myspace,myspace2137,2137,7
mapquest,mapquest2173,2173,9
myspace,myspace2183,2183,12
myspace.com,myspace.com20,20,4
google,google1463,1463,15
-,-602,602,5
mapquest,mapquest1753,1753,3
myspace.com,myspace.com108,108,3
yahoo.com,yahoo.com934,934,4
mapquest,mapquest90,90,5
mapquest,mapquest398,398,7
mapquest,mapquest805,805,12
mapquest,mapquest1437,1437,4
mapquest,mapquest1909,1909,4
google,google71,71,27
-,-1289,1289,21
-,-1352,1352,12
yahoo.com,yahoo.com65,65,9
yahoo.com,yahoo.com81,81,7
yahoo,yahoo304,304,6
yahoo,yahoo320,320,2
yahoo,yahoo566,566,12
yahoo,yahoo587,587,8
yahoo.com,yahoo.com617,617,6
google,google1187,1187,8
google,google1213,1213,20
google,google1218,1218,16
google,google1264,1264,23
google,google1269,1269,31
yahoo.com,yahoo.com1270,1270,6
google,google1282,1282,14
google,google1308,1308,22
google,google1339,1339,29
google,google1383,1383,10
google,google1407,1407,13
google,google1477,1477,25
google,google1503,1503,9
yahoo.com,yahoo.com1528,1528,9
google,google1572,1572,13
yahoo.com,yahoo.com1572,1572,4
yahoo.com,yahoo.com1764,1764,2
google,google1768,1768,14
yahoo.com,yahoo.com1768,1768,4
yahoo.com,yahoo.com1836,1836,6
yahoo.com,yahoo.com1915,1915,4
yahoo,yahoo1933,1933,12
google,google1935,1935,12
yahoo,yahoo2031,2031,4
yahoo,yahoo2081,2081,5
google,google2203,2203,17
mapquest,mapquest251,251,10
mapquest,mapquest1921,1921,4
google,google249,249,17
google,google639,639,27
ebay,ebay1650,1650,12
ebay,ebay1890,1890,4
ebay,ebay2054,2054,6
ebay,ebay2076,2076,8
yahoo.com,yahoo.com82,82,4
yahoo,yahoo322,322,9
yahoo,yahoo490,490,13
yahoo,yahoo540,540,10
yahoo,yahoo563,563,5
yahoo,yahoo809,809,10
yahoo,yahoo810,810,9
yahoo,yahoo828,828,3
yahoo,yahoo855,855,6
yahoo,yahoo934,934,10
yahoo,yahoo956,956,18
yahoo,yahoo982,982,21
yahoo,yahoo1187,1187,8
yahoo,yahoo1211,1211,6
yahoo,yahoo1236,1236,6
yahoo,yahoo1262,1262,6
google,google2146,2146,8
google,google2179,2179,25
-,-1913,1913,228
-,-1956,1956,258
mapquest,mapquest354,354,8
myspace.com,myspace.com637,637,4
ebay,ebay47,47,4
mapquest,mapquest1189,1189,7
myspace.com,myspace.com16,16,1
myspace.com,myspace.com17,17,9
myspace.com,myspace.com19,19,8
myspace.com,myspace.com32,32,1
myspace.com,myspace.com40,40,5
myspace.com,myspace.com44,44,8
myspace.com,myspace.com47,47,5
myspace.com,myspace.com90,90,5
myspace.com,myspace.com96,96,6
myspace.com,myspace.com107,107,4
myspace.com,myspace.com110,110,3
myspace.com,myspace.com111,111,6
myspace.com,myspace.com116,116,3
myspace.com,myspace.com136,136,5
myspace.com,myspace.com145,145,4
myspace.com,myspace.com160,160,9
myspace.com,myspace.com161,161,9
myspace.com,myspace.com166,166,5
myspace.com,myspace.com184,184,1
myspace.com,myspace.com185,185,3
myspace.com,myspace.com192,192,9
myspace.com,myspace.com210,210,2
myspace.com,myspace.com213,213,15
myspace.com,myspace.com312,312,7
myspace.com,myspace.com329,329,8
myspace.com,myspace.com331,331,8
myspace.com,myspace.com334,334,7
myspace.com,myspace.com353,353,6
myspace.com,myspace.com355,355,3
myspace.com,myspace.com358,358,4
myspace.com,myspace.com376,376,4
myspace.com,myspace.com380,380,13
myspace.com,myspace.com400,400,5
myspace.com,myspace.com404,404,9
myspace.com,myspace.com421,421,3
myspace.com,myspace.com425,425,6
myspace.com,myspace.com444,444,3
myspace.com,myspace.com449,449,6
myspace.com,myspace.com453,453,13
myspace.com,myspace.com469,469,5
myspace.com,myspace.com476,476,14
myspace.com,myspace.com479,479,8
myspace.com,myspace.com496,496,5
myspace.com,myspace.com498,498,1
myspace.com,myspace.com503,503,5
myspace.com,myspace.com523,523,6
myspace.com,myspace.com524,524,6
myspace.com,myspace.com527,527,5
myspace.com,myspace.com545,545,7
myspace.com,myspace.com549,549,5
myspace.com,myspace.com553,553,8
myspace.com,myspace.com623,623,8
myspace.com,myspace.com641,641,9
myspace.com,myspace.com642,642,4
myspace.com,myspace.com664,664,4
myspace.com,myspace.com667,667,9
myspace.com,myspace.com688,688,6
myspace.com,myspace.com689,689,5
myspace.com,myspace.com712,712,6
myspace.com,myspace.com727,727,1
myspace.com,myspace.com737,737,16
myspace.com,myspace.com739,739,4
myspace.com,myspace.com758,758,6
myspace.com,myspace.com760,760,3
myspace.com,myspace.com770,770,4
google.com,google.com781,781,4
myspace.com,myspace.com781,781,4
www.google.com,www.google.com781,781,1
myspace.com,myspace.com786,786,6
google.com,google.com788,788,10
myspace.com,myspace.com790,790,4
myspace.com,myspace.com812,812,3
ebay,ebay622,622,13
www.google.com,www.google.com642,642,3
www.google.com,www.google.com646,646,1
www.google.com,www.google.com666,666,4
www.google.com,www.google.com667,667,3
ebay,ebay1723,1723,14
ebay,ebay1909,1909,10
myspace.com,myspace.com84,84,3
myspace.com,myspace.com442,442,1
-,-1198,1198,15
myspace.com,myspace.com1451,1451,3
-,-2098,2098,175
google,google851,851,17
google,google862,862,25
google,google1006,1006,29
google,google1127,1127,18
google,google1150,1150,19
google,google1232,1232,6
google,google1429,1429,12
google,google1432,1432,17
www.google.com,www.google.com1678,1678,5
mapquest,mapquest1740,1740,1
-,-67,67,17
-,-130,130,7
google,google1200,1200,30
mapquest,mapquest527,527,8
ebay,ebay346,346,11
yahoo,yahoo1844,1844,10
google,google2037,2037,34
google,google2038,2038,36
myspace,myspace693,693,9
myspace,myspace1556,1556,10
myspace,myspace1584,1584,15
myspace,myspace1750,1750,3
myspace,myspace1894,1894,11
-,-429,429,24
www.google.com,www.google.com538,538,4
www.google.com,www.google.com562,562,3
www.google.com,www.google.com759,759,4
google,google955,955,21
-,-1006,1006,10
www.google.com,www.google.com1404,1404,3
google,google747,747,10
-,-72,72,22
-,-1425,1425,3
-,-1399,1399,3
mapquest,mapquest1594,1594,10
google.com,google.com161,161,6
yahoo.com,yahoo.com304,304,5
ebay,ebay652,652,1
myspace.com,myspace.com1071,1071,10
google,google1566,1566,1
google.com,google.com774,774,2
-,-933,933,21
mapquest,mapquest930,930,8
mapquest,mapquest1694,1694,4
mapquest,mapquest1845,1845,3
myspace,myspace1149,1149,3
myspace,myspace1726,1726,12
-,-355,355,20
ebay,ebay742,742,7
ebay,ebay1578,1578,12
ebay,ebay1597,1597,18
ebay,ebay1895,1895,9
ebay,ebay501,501,18
ebay,ebay68,68,11
ebay,ebay403,403,5
mapquest,mapquest1532,1532,9
mapquest,mapquest1606,1606,9
ebay,ebay1790,1790,7
google.com,google.com526,526,10
-,-597,597,21
google,google1362,1362,25
mapquest,mapquest1776,1776,14
google.com,google.com547,547,9
google.com,google.com588,588,9
google.com,google.com1821,1821,9
google,google2083,2083,20
myspace,myspace4,4,1
myspace,myspace5,5,3
yahoo,yahoo14,14,18
yahoo,yahoo38,38,12
yahoo,yahoo50,50,6
yahoo,yahoo51,51,1
yahoo,yahoo72,72,7
yahoo,yahoo95,95,10
yahoo,yahoo108,108,5
yahoo,yahoo114,114,9
yahoo,yahoo120,120,10
yahoo,yahoo122,122,11
yahoo,yahoo138,138,4
yahoo,yahoo144,144,12
yahoo,yahoo145,145,5
yahoo,yahoo160,160,4
yahoo,yahoo165,165,13
yahoo,yahoo194,194,3
yahoo,yahoo219,219,6
yahoo,yahoo240,240,5
yahoo,yahoo265,265,8
yahoo,yahoo327,327,13
yahoo,yahoo338,338,6
google,google429,429,22
ebay,ebay435,435,3
ebay,ebay455,455,8
ebay,ebay457,457,3
ebay,ebay482,482,1
ebay,ebay506,506,3
ebay,ebay518,518,11
ebay,ebay530,530,11
yahoo,yahoo531,531,2
ebay,ebay531,531,3
ebay,ebay541,541,15
yahoo,yahoo550,550,16
ebay,ebay554,554,6
ebay,ebay555,555,6
yahoo,yahoo575,575,7
yahoo,yahoo576,576,9
ebay,ebay577,577,5
ebay,ebay590,590,14
ebay,ebay598,598,21
yahoo,yahoo615,615,6
ebay,ebay623,623,9
ebay,ebay651,651,4
yahoo,yahoo651,651,6
ebay,ebay674,674,2
ebay,ebay687,687,10
yahoo,yahoo687,687,12
yahoo,yahoo698,698,6
ebay,ebay698,698,2
ebay,ebay712,712,11
ebay,ebay723,723,4
ebay,ebay745,745,10
ebay,ebay757,757,12
yahoo,yahoo768,768,8
ebay,ebay792,792,5
ebay,ebay807,807,13
yahoo,yahoo807,807,11
ebay,ebay818,818,8
ebay,ebay819,819,3
google.com,google.com835,835,4
myspace.com,myspace.com835,835,4
ebay,ebay843,843,3
yahoo,yahoo845,845,3
ebay,ebay866,866,3
yahoo,yahoo866,866,3
yahoo,yahoo878,878,6
yahoo,yahoo890,890,4
ebay,ebay902,902,4
ebay,ebay913,913,8
yahoo,yahoo913,913,8
yahoo,yahoo952,952,7
yahoo,yahoo961,961,8
yahoo,yahoo986,986,4
yahoo,yahoo1010,1010,3
ebay,ebay1065,1065,4
ebay,ebay1080,1080,4
ebay,ebay1082,1082,10
ebay,ebay1125,1125,4
ebay,ebay1129,1129,5
ebay,ebay1142,1142,4
ebay,ebay1143,1143,7
yahoo,yahoo1157,1157,1
ebay,ebay1164,1164,8
ebay,ebay1165,1165,8
ebay,ebay1180,1180,1
yahoo,yahoo1180,1180,1
yahoo,yahoo1181,1181,3
ebay,ebay1202,1202,3
yahoo,yahoo1203,1203,4
ebay,ebay1214,1214,4
ebay,ebay1235,1235,3
ebay,ebay1251,1251,2
ebay,ebay1271,1271,9
ebay,ebay1299,1299,3
yahoo,yahoo1310,1310,5
ebay,ebay1310,1310,10
google,google2106,2106,22
yahoo,yahoo2107,2107,9
google,google609,609,11
www.google.com,www.google.com2158,2158,4
google,google1728,1728,13
-,-1929,1929,98
google.com,google.com86,86,4
yahoo,yahoo1130,1130,6
google,google1899,1899,6
google,google1922,1922,14
mapquest,mapquest1560,1560,3
google,google2208,2208,11
google,google1166,1166,16
-,-195,195,2
mapquest,mapquest970,970,2
mapquest,mapquest974,974,5
mapquest,mapquest1358,1358,4
-,-449,449,26
-,-600,600,12
-,-281,281,22
google,google595,595,14
myspace,myspace1689,1689,2
google,google306,306,30
myspace.com,myspace.com1608,1608,3
myspace.com,myspace.com1726,1726,8
myspace.com,myspace.com1907,1907,3
mapquest,mapquest250,250,10
mapquest,mapquest1813,1813,6
ebay,ebay1947,1947,3
ebay,ebay2064,2064,9
ebay,ebay2125,2125,9
ebay,ebay2138,2138,4
ebay,ebay2151,2151,11
yahoo,yahoo358,358,13
mapquest,mapquest759,759,2
yahoo,yahoo1813,1813,8
google,google2148,2148,25
ebay,ebay661,661,5
ebay,ebay685,685,5
ebay,ebay961,961,2
ebay,ebay1051,1051,7
ebay,ebay1063,1063,3
ebay,ebay1068,1068,3
ebay,ebay1075,1075,7
ebay,ebay1106,1106,6
ebay,ebay1115,1115,4
ebay,ebay1124,1124,6
ebay,ebay1140,1140,4
ebay,ebay1148,1148,7
ebay,ebay1166,1166,8
ebay,ebay1178,1178,6
ebay,ebay1190,1190,6
mapquest,mapquest1327,1327,2
-,-27,27,3
ebay,ebay21,21,9
ebay,ebay282,282,16
ebay,ebay1581,1581,13
ebay,ebay1582,1582,14
ebay,ebay1814,1814,6
google,google70,70,14
-,-109,109,191
mapquest,mapquest836,836,5
ebay,ebay1120,1120,8
yahoo,yahoo1594,1594,4
ebay,ebay1918,1918,8
ebay,ebay1944,1944,5
ebay,ebay1957,1957,4
ebay,ebay1985,1985,6
ebay,ebay2038,2038,20
ebay,ebay2085,2085,18
ebay,ebay2175,2175,16
ebay,ebay2176,2176,5
ebay,ebay2178,2178,11
ebay,ebay2183,2183,8
ebay,ebay2205,2205,9
ebay,ebay2103,2103,6
-,-235,235,16
-,-280,280,23
-,-637,637,14
-,-672,672,12
-,-708,708,10
-,-711,711,16
-,-804,804,8
ebay,ebay1091,1091,8
-,-1212,1212,8
ebay,ebay1298,1298,8
ebay,ebay1304,1304,6
ebay,ebay1628,1628,20
-,-381,381,22
ebay,ebay780,780,3
-,-1069,1069,13
-,-1239,1239,7
google,google1920,1920,15
-,-1295,1295,14
-,-2096,2096,113
google.com,google.com6,6,1
google.com,google.com26,26,3
google.com,google.com60,60,3
google.com,google.com66,66,6
google.com,google.com144,144,7
google.com,google.com155,155,6
google.com,google.com156,156,6
google.com,google.com183,183,5
google.com,google.com193,193,9
google.com,google.com258,258,12
google.com,google.com288,288,13
google.com,google.com301,301,4
google.com,google.com302,302,10
google.com,google.com313,313,8
google.com,google.com358,358,6
google.com,google.com507,507,2
mapquest,mapquest612,612,10
google.com,google.com688,688,11
google.com,google.com715,715,9
google.com,google.com722,722,3
google.com,google.com738,738,5
google.com,google.com785,785,8
google.com,google.com791,791,2
google.com,google.com810,810,4
google.com,google.com868,868,4
google.com,google.com1078,1078,2
google.com,google.com1087,1087,3
google.com,google.com1106,1106,7
google.com,google.com1107,1107,2
google.com,google.com1173,1173,2
google.com,google.com1317,1317,5
google.com,google.com1323,1323,4
google.com,google.com1324,1324,1
google.com,google.com1336,1336,1
-,-1367,1367,15
google.com,google.com1369,1369,3
google.com,google.com1374,1374,1
google.com,google.com1382,1382,11
google.com,google.com1405,1405,8
google.com,google.com1406,1406,2
google.com,google.com1489,1489,4
google.com,google.com1500,1500,2
google.com,google.com1513,1513,9
google,google1551,1551,16
google.com,google.com1553,1553,3
google.com,google.com1555,1555,10
google.com,google.com1556,1556,6
google.com,google.com1559,1559,10
google.com,google.com1611,1611,2
google.com,google.com1653,1653,7
google.com,google.com1659,1659,7
google.com,google.com1684,1684,1
google.com,google.com1687,1687,2
google.com,google.com1726,1726,14
google.com,google.com1731,1731,2
google.com,google.com1753,1753,8
google.com,google.com1756,1756,1
google.com,google.com1793,1793,11
google.com,google.com1799,1799,5
google.com,google.com1802,1802,3
google.com,google.com1803,1803,3
google.com,google.com1884,1884,5
google.com,google.com1913,1913,3
google.com,google.com1914,1914,8
google.com,google.com1915,1915,6
google.com,google.com1916,1916,5
google.com,google.com1963,1963,17
google.com,google.com2009,2009,14
google.com,google.com2011,2011,9
google.com,google.com2018,2018,3
google.com,google.com2028,2028,10
google.com,google.com2084,2084,8
google.com,google.com2106,2106,7
-,-1336,1336,9
yahoo.com,yahoo.com1649,1649,14
